dataset_id,adjustment,score_method,program_left,lineage_left,program_right,lineage_right,n_donors,spearman_rho,permutation_p_two_sided,fdr_within_dataset_method_adjustment
GSE244832,disease_group_only,singscore,RAM2019_ENDO_2,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.39938080495356043,0.10060038374584017,0.2624357836848004
GSE244832,disease_group_only,singscore,RAM2019_ENDO_2,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.2198142414860681,0.3807953913501375,0.5718501295878726
GSE244832,disease_group_only,singscore,RAM2019_ENDO_2,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,0.20123839009287925,0.42328766928815786,0.5906339571462668
GSE244832,disease_group_only,singscore,RAM2019_ENDO_2,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.5294117647058824,0.023858231279662807,0.11334969029280856
GSE244832,disease_group_only,singscore,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.4607843137254902,0.06267762211132859,0.1979293329831429
GSE244832,disease_group_only,singscore,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.8039215686274511,0.0001007394030010668,0.003022182090032004
GSE244832,disease_group_only,singscore,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,0.44117647058823534,0.07627668292313648,0.22324882806771654
GSE244832,disease_group_only,singscore,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,0.05392156862745098,0.8371514461082935,0.9050285903873443
GSE244832,disease_group_only,singscore,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.3970588235294118,0.11454177561107586,0.27529958024069967
GSE244832,disease_group_only,singscore,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.4436274509803922,0.07446849073261608,0.22324882806771654
GSE244832,disease_group_only,singscore,RAM2019_ENDO_3,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,0.23839009287925697,0.340779724454077,0.5380732491380164
GSE244832,disease_group_only,singscore,RAM2019_ENDO_3,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.6470588235294118,0.0037015338197611426,0.03701533819761143
GSE244832,disease_group_only,singscore,RAM2019_ENDO_3,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.3684210526315789,0.13248715636055652,0.2890628866048506
GSE244832,disease_group_only,singscore,RAM2019_ENDO_3,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.3353973168214654,0.17363506116754218,0.3531560566119502
GSE244832,disease_group_only,singscore,RAM2019_ENDO_3,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,0.21775025799793604,0.3853959643781133,0.5718501295878726
GSE244832,disease_group_only,singscore,RAM2019_ENDO_3,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.587203302373581,0.010402557727151924,0.07394962413027777
GSE244832,disease_group_only,singscore,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.04166666666666667,0.8738435327825247,0.927975433043389
GSE244832,disease_group_only,singscore,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.36764705882352944,0.14655429178401486,0.3140449109657461
GSE244832,disease_group_only,singscore,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,0.5514705882352942,0.021746579686423562,0.11334969029280856
GSE244832,disease_group_only,singscore,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,0.18627450980392157,0.4740951399440866,0.6261318278346699
GSE244832,disease_group_only,singscore,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.28921568627450983,0.2602032490665047,0.45252738968087775
GSE244832,disease_group_only,singscore,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.22303921568627455,0.38952287839679167,0.5718501295878726
GSE244832,disease_group_only,singscore,RAM2019_ENDO_4,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,-0.04437564499484004,0.8612061336731367,0.9227208575069322
GSE244832,disease_group_only,singscore,RAM2019_ENDO_4,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.29205366357069146,0.23960176390544208,0.4492533073227039
GSE244832,disease_group_only,singscore,RAM2019_ENDO_4,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.21362229102167182,0.3946884572555506,0.5718501295878726
GSE244832,disease_group_only,singscore,RAM2019_ENDO_4,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.281733746130031,0.2573753757323144,0.45252738968087775
GSE244832,disease_group_only,singscore,RAM2019_ENDO_4,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,0.05675954592363261,0.8229893024799763,0.8978065117963377
GSE244832,disease_group_only,singscore,RAM2019_ENDO_4,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.23013415892672856,0.35825371050744337,0.558317470920691
GSE244832,disease_group_only,singscore,RAM2019_ENDO_5,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.32598039215686275,0.20163694355296383,0.3902650520379945
GSE244832,disease_group_only,singscore,RAM2019_ENDO_5,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.18382352941176472,0.4800344013399136,0.6261318278346699
GSE244832,disease_group_only,singscore,RAM2019_ENDO_5,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,-0.38480392156862747,0.1272159953159875,0.28270221181330557
GSE244832,disease_group_only,singscore,RAM2019_ENDO_5,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,-0.21813725490196081,0.4002950907115108,0.5718501295878726
GSE244832,disease_group_only,singscore,RAM2019_ENDO_5,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.16421568627450983,0.5288225629141268,0.6750926335073959
GSE244832,disease_group_only,singscore,RAM2019_ENDO_5,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.2034313725490196,0.4335552308263205,0.5912116783995279
GSE244832,disease_group_only,singscore,RAM2019_ENDO_5,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,0.11455108359133126,0.6508342238705324,0.7656873222006263
GSE244832,disease_group_only,singscore,RAM2019_ENDO_5,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.5748194014447885,0.012581956389329619,0.0794649877220818
GSE244832,disease_group_only,singscore,RAM2019_ENDO_5,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.17853457172342618,0.4784449329228029,0.6261318278346699
GSE244832,disease_group_only,singscore,RAM2019_ENDO_5,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.5500515995872033,0.018027593361137465,0.10120437654066396
GSE244832,disease_group_only,singscore,RAM2019_ENDO_5,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,-0.034055727554179564,0.893282818838896,0.9402977040409431
GSE244832,disease_group_only,singscore,RAM2019_ENDO_5,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.5479876160990712,0.018554135699121725,0.10120437654066396
GSE244832,disease_group_only,singscore,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.7009803921568628,0.0017194111989726393,0.025791167984589587
GSE244832,disease_group_only,singscore,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.3921568627450981,0.11949978461381598,0.27576873372419075
GSE244832,disease_group_only,singscore,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,-0.13235294117647062,0.6125925983674196,0.7351111180409036
GSE244832,disease_group_only,singscore,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,0.13235294117647062,0.6125925983674196,0.7351111180409036
GSE244832,disease_group_only,singscore,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.41421568627450983,0.09833118794961312,0.26221650119896833
GSE244832,disease_group_only,singscore,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.43627450980392163,0.0799888724598653,0.22853963559961513
GSE244832,disease_group_only,singscore,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,0.5294117647058824,0.023858231279662807,0.11334969029280856
GSE244832,disease_group_only,singscore,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.4757481940144479,0.0459785720312123,0.1576408183927279
GSE244832,disease_group_only,singscore,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.2425180598555212,0.3322310909053102,0.5315697454484963
GSE244832,disease_group_only,singscore,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.1331269349845201,0.5984607651208833,0.7351111180409036
GSE244832,disease_group_only,singscore,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,0.347781217750258,0.15730765714242578,0.32785653099800527
GSE244832,disease_group_only,singscore,RAM2019_ENDO_6_SAENDO1,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.4943240454076367,0.03704404980744615,0.14339632183527543
GSE244832,disease_group_only,singscore,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.5416666666666667,0.02471480173457982,0.11334969029280856
GSE244832,disease_group_only,singscore,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.5392156862745099,0.025503680315881926,0.11334969029280856
GSE244832,disease_group_only,singscore,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,-0.01715686274509804,0.947890881823222,0.947890881823222
GSE244832,disease_group_only,singscore,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,-0.39460784313725494,0.11700232160229736,0.27529958024069967
GSE244832,disease_group_only,singscore,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.019607843137254905,0.9404583435037518,0.947890881823222
GSE244832,disease_group_only,singscore,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.32598039215686275,0.20163694355296383,0.3902650520379945
GSE244832,disease_group_only,singscore,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,0.4654282765737873,0.05160161200071702,0.1720053733357234
GSE244832,disease_group_only,singscore,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.8101135190918473,4.594554343625327e-05,0.0018378217374501306
GSE244832,disease_group_only,singscore,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.8472652218782251,9.11494735308722e-06,0.0005468968411852333
GSE244832,disease_group_only,singscore,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,-0.017543859649122806,0.9449151835129637,0.947890881823222
GSE244832,disease_group_only,singscore,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,0.6346749226006192,0.00466284274887114,0.041715834719669
GSE244832,disease_group_only,singscore,RAM2019_ENDO_7_SAENDO2,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.8555211558307534,6.005632918162668e-06,0.0005468968411852333
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,17,0.6446078431372549,0.005214479339958625,0.041715834719669
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,17,0.6936274509803922,0.002014143975899796,0.026855253011997277
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,17,0.5759803921568628,0.01553176561917017,0.09319059371502102
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,17,0.022058823529411766,0.9330304490530753,0.947890881823222
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,17,0.49019607843137264,0.04575998028099109,0.1576408183927279
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,17,0.7132352941176472,0.0013072517803378431,0.022410030520077312
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,17,0.5122549019607844,0.03552652411689097,0.1421060964675639
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,17,0.7647058823529413,0.00034961095004698486,0.008390662801127637
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,17,0.6004901960784315,0.01080788975245045,0.07394962413027777
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,17,0.29411764705882354,0.2518444167529261,0.45252738968087775
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,17,0.6715686274509804,0.003155730532110547,0.034426151259387784
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,17,0.6470588235294119,0.0049913959298703466,0.041715834719669
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,17,0.32598039215686275,0.20163694355296383,0.3902650520379945
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,17,0.27450980392156865,0.28629837865879204,0.47914040486241866
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,17,0.3970588235294118,0.11454177561107586,0.27529958024069967
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,17,0.022058823529411766,0.9330304490530753,0.947890881823222
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,17,0.5122549019607844,0.03552652411689097,0.1421060964675639
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,17,0.16421568627450983,0.5288225629141268,0.6750926335073959
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,17,0.06127450980392158,0.8152828502754565,0.8978065117963377
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,17,-0.07598039215686275,0.7719448512425434,0.8738998315953322
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,17,-0.1593137254901961,0.541361632626163,0.6838252201593638
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,17,0.12990196078431374,0.6192473366524133,0.7357394098840553
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,17,0.21813725490196081,0.4002950907115108,0.5718501295878726
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,17,-0.2573529411764706,0.3186676476453986,0.5167583475330789
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,17,0.1985294117647059,0.4449505436788084,0.5999333173197416
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,17,0.38970588235294124,0.12203439858782986,0.2763042986894261
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,17,0.13480392156862747,0.6059663630124608,0.7351111180409036
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,17,0.3088235294117647,0.227785653323252,0.43387743490143243
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,17,0.49019607843137264,0.04575998028099109,0.1576408183927279
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,17,0.22303921568627455,0.38952287839679167,0.5718501295878726
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,17,0.4191176470588236,0.09401767970071613,0.2564118537292258
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,17,0.5049019607843138,0.03872104887870621,0.1452039332951483
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,17,0.4436274509803922,0.07446849073261608,0.22324882806771654
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,17,0.35784313725490197,0.1584639899823692,0.32785653099800527
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,17,0.5196078431372549,0.03253716699175945,0.1394450013932548
GSE244832,disease_group_only,singscore,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,17,0.40441176470588236,0.10737924277811678,0.27415976879519177
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,-0.32598039215686275,0.20163694355296383,0.6049108306588915
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.11274509803921569,0.666592049963725,0.8496218455152276
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,0.7083333333333334,0.0014610497738465622,0.05844199095386249
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,-0.02450980392156863,0.9256077760199253,0.9412960434100935
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,-0.14705882352941177,0.5732772908660002,0.8339716592705987
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,-0.22058823529411767,0.3948890883363402,0.7728394069217672
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,-0.007223942208462332,0.9773044881689206,0.9855171309266426
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,-0.32920536635706915,0.18221199775917413,0.5754063087131814
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,-0.05675954592363261,0.8229893024799763,0.8812551329579063
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,-0.08978328173374613,0.7231227825767574,0.8496218455152276
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,0.3333333333333333,0.17646319681352732,0.5754063087131814
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_1,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,-0.281733746130031,0.2573753757323144,0.6303070426097496
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,0.39460784313725494,0.11700232160229736,0.4529122126540543
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.18872549019607845,0.4681922842798525,0.7901585665734776
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,-0.5245098039215687,0.03065401608794889,0.2627487093252762
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,0.03186274509803922,0.9033768447188891,0.9345277703988508
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.303921568627451,0.23563584127730533,0.6220987342839729
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.22303921568627455,0.38952287839679167,0.7728394069217672
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,0.06501547987616099,0.7977151313810279,0.8760323252936532
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,0.5479876160990712,0.018554135699121725,0.2226496283894607
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.3973168214654283,0.10253523912493745,0.4242837481031895
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.22187822497420018,0.3762254210655622,0.7728394069217672
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,-0.0010319917440660476,0.9967573972800612,0.9967573972800612
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_2,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.4984520123839009,0.03525363586497097,0.28202908691976775
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,-0.12254901960784316,0.639378272107459,0.8339716592705987
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.6372549019607844,0.005932437323087304,0.07909916430783072
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_C_KC,macrophage_monocyte,17,0.6421568627450981,0.005445541252413795,0.07909916430783072
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,17,-0.2058823529411765,0.4279148531427077,0.7765168313307232
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,17,0.21568627450980393,0.40574068863392776,0.7728394069217672
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,17,0.1519607843137255,0.5604155062809044,0.8339716592705987
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,18,-0.2115583075335397,0.3993801361693994,0.7728394069217672
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,18,-0.06707946336429307,0.7914253837974394,0.8760323252936532
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,18,0.08771929824561403,0.7292587507339037,0.8496218455152276
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,18,0.16408668730650156,0.5152947310342115,0.8339716592705987
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,18,0.10216718266253869,0.6866550541678016,0.8496218455152276
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_3,endothelial,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,18,0.0629514963880289,0.8040167566657793,0.8760323252936532
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_A_SAM,macrophage_monocyte,17,-0.02696078431372549,0.9181909009189737,0.9412960434100935
GSE244832,disease_group_only,standardized_mean,RAM2019_ENDO_4,endothelial,RAM2019_MAC_SIG_B_SAM,macrophage_monocyte,17,0.4191176470588236,0.09401767970071613,0.417856354225405
