program_left,lineage_left,program_right,lineage_right,singscore,standardized_mean,stable
RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,0.3108356320830296,0.4936625148100616,False
RAM2019_MAC_SIG_D_TMO,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,0.2911102393977076,0.1660718268062041,False
RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,0.3091694976011175,0.0780959752188035,False
RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,0.5192086484546042,0.4966826852601023,True
RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,0.4362744169674823,0.4314127315371688,True
RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,0.4682531087958497,0.5391275716147752,True
RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,0.275040204681632,0.2191669243103179,False
RAM2019_MAC_SIG_E_TMO,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,0.4325279835313415,0.5080206618240156,True
RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_MES_HSC,mesenchymal_hsc_myofibroblast,0.3241674733506026,0.2851048750834528,False
RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_MES_MESOTHELIAL,mesenchymal_hsc_myofibroblast,0.5618359117245294,0.3260534706751342,False
RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_MES_SAMES,mesenchymal_hsc_myofibroblast,0.563604080073334,0.3271372517545151,False
RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_MES_VSMC,mesenchymal_hsc_myofibroblast,0.4048061616237229,0.1409457728287026,False
RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_SAMES_A,mesenchymal_hsc_myofibroblast,0.2794514619385387,0.00030972658065,False
RAM2019_MAC_SIG_F_CDC1,macrophage_monocyte,RAM2019_SAMES_B,mesenchymal_hsc_myofibroblast,0.4241024425083031,0.3531141095183062,False
