dataset_id,contrast,lineage,score_method,program_id,n_control,n_case,valid_bootstraps,positive_effect_probability,effect_median,effect_ci95_low,effect_ci95_high,rank_median,rank_ci95_low,rank_ci95_high,top_five_probability
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_4,4,4,9996,0.9613845538215287,0.9704636876576243,-0.2146546783227858,2.58875609720816,2.0,1.0,4.0,0.9988995598239295
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_5,4,4,9996,0.819827931172469,0.5379807898574411,-0.951960530395174,2.760657153663257,4.0,1.0,5.0,0.9806922769107643
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_6_SAENDO1,4,4,9996,0.4057623049219688,-0.13541859103259493,-3.732790243888078,1.1379864518585003,6.0,4.0,7.0,0.2571028411364546
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,endothelial,standardized_mean,RAM2019_ENDO_7_SAENDO2,4,4,9996,0.9531812725090036,0.974016334176302,-0.22604830598397,3.0472904012739064,2.0,1.0,7.0,0.8705482192877151
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_A_SAM,4,4,9995,0.9036518259129565,0.8059456922271685,-0.4428795617567907,3.3625349181747692,3.0,1.0,6.0,0.9164582291145573
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_B_SAM,4,4,9995,0.936168084042021,0.793733135857497,-1.10002696901414,5.962400484422521,3.0,1.0,6.0,0.713256628314157
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_C_KC,4,4,9995,0.9543771885942971,0.9740256956711038,-0.24736514643975815,3.6405187252270874,2.0,1.0,5.0,0.9943971985992996
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_D_TMO,4,4,9995,0.7978989494747374,0.4851531093891702,-0.96283472610869,2.9078490534295414,5.0,1.0,6.0,0.6173086543271635
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_E_TMO,4,4,9995,0.8200100050025012,0.5560341827337275,-0.7842811518285885,2.4028515948323714,5.0,1.0,6.0,0.7585792896448225
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,singscore,RAM2019_MAC_SIG_F_CDC1,4,4,9995,0.9295647823911956,0.8394344250518323,-0.36319685672757435,4.223503326356646,3.0,1.0,4.0,1.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_A_SAM,4,4,10000,0.8445,0.6481511515828614,-0.7195268733889303,3.2610759227952393,2.0,1.0,6.0,0.8999
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_B_SAM,4,4,10000,0.8368,0.5350519036722845,-1.024692032400882,4.363421758171243,3.0,1.0,6.0,0.7918
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_C_KC,4,4,10000,0.8577,0.6527098329995542,-0.8041257295918111,2.544542130847807,3.0,1.0,6.0,0.9394
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_D_TMO,4,4,10000,0.7123,0.34601170824451083,-1.0525078667627479,3.327401311281014,4.0,1.0,6.0,0.7848
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_E_TMO,4,4,10000,0.6781,0.28032667108064213,-1.1178031237100043,2.4083737314048586,5.0,1.0,6.0,0.6633
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,macrophage_monocyte,standardized_mean,RAM2019_MAC_SIG_F_CDC1,4,4,10000,0.7832,0.47189673204976157,-1.083833171817649,1.883458151466396,4.0,1.0,6.0,0.9208
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_HSC,4,4,9998,0.4791958391678336,-0.026527321216054292,-6.615258657003631,1.2577725240596258,5.0,3.0,6.0,0.5745149029805962
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_MESOTHELIAL,4,4,9998,1.0,1.5749690541224675,0.9797077054258432,3.5492143953894493,2.0,1.0,4.0,1.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_SAMES,4,4,9998,0.9990998199639928,1.7286126281467828,0.6495999840825912,4.669456442493124,2.0,1.0,3.0,1.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,singscore,RAM2019_MES_VSMC,4,4,9998,0.2568513702740548,-0.40282864565093135,-2.7741089649313073,0.8478650388660197,6.0,4.0,6.0,0.4302860572114423
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_A,4,4,9998,0.9490898179635927,0.9541884776016291,-0.1996222398516249,4.248489409452569,3.0,1.0,5.0,1.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,singscore,RAM2019_SAMES_B,4,4,9998,0.908881776355271,0.7896227836421802,-0.55504166594216,3.186805620980251,4.0,2.0,5.0,0.9951990398079615
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_HSC,4,4,9997,0.46463939181754527,-0.04258023112347225,-7.915380253556082,1.1771930558173014,5.0,1.0,6.0,0.7788336500950285
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_MESOTHELIAL,4,4,9997,0.9924977493247974,1.2981246898560386,0.4413074384158494,3.6236128566631445,1.0,1.0,3.0,1.0
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_SAMES,4,4,9997,0.8048414524357307,0.4973338010408662,-0.8995346080029349,2.4357290596463455,3.0,1.0,5.0,0.9974992497749324
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_MES_VSMC,4,4,9997,0.02550765229568871,-1.1782415961238868,-8.242907169950715,0.011130183736984827,6.0,4.0,6.0,0.2619785935780734
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_A,4,4,9997,0.4837451235370611,-0.02869514996402472,-1.3879578517709683,1.6854229471354412,4.0,2.0,5.0,0.994998499549865
GSE256398_human,mash_vs_alcohol_cirrhosis_etiology,mesenchymal_hsc_myofibroblast,standardized_mean,RAM2019_SAMES_B,4,4,9997,0.7550265079523857,0.4189927270943575,-1.0320817247753409,1.9957159338462997,3.0,1.0,6.0,0.9666900070021006
